label,sub_bass_0,sub_bass_1,sub_bass_2,sub_bass_3,sub_bass_4,sub_bass_5,sub_bass_6,sub_bass_7,sub_bass_8,sub_bass_9,bass_0,bass_1,bass_2,bass_3,bass_4,bass_5,bass_6,bass_7,bass_8,bass_9,lower_midrange_0,lower_midrange_1,lower_midrange_2,lower_midrange_3,lower_midrange_4,lower_midrange_5,lower_midrange_6,lower_midrange_7,lower_midrange_8,lower_midrange_9,mid_range_0,mid_range_1,mid_range_2,mid_range_3,mid_range_4,mid_range_5,mid_range_6,mid_range_7,mid_range_8,mid_range_9,higher_midrange_0,higher_midrange_1,higher_midrange_2,higher_midrange_3,higher_midrange_4,higher_midrange_5,higher_midrange_6,higher_midrange_7,higher_midrange_8,higher_midrange_9,presence_0,presence_1,presence_2,presence_3,presence_4,presence_5,presence_6,presence_7,presence_8,presence_9,brilliance_0,brilliance_1,brilliance_2,brilliance_3,brilliance_4,brilliance_5,brilliance_6,brilliance_7,brilliance_8,brilliance_9
Frozen,12.9043693482433,13.47629634461299,13.133617034374378,12.898947757132634,13.130197340701484,13.239289764938631,13.46800090208354,14.244221958245781,13.552247028589633,13.033901233369395,13.901812321745219,14.424748074866908,14.906391767276846,14.740134959576425,14.169204615650207,13.84255820369947,17.458895069677812,17.28761156083077,17.184779044141255,17.25777135169119,16.652539620788346,18.095855472520785,18.807612292728678,18.011270299145128,18.089080834108657,18.0036212888415,18.18465693057878,17.078827841207694,15.930824779158062,15.721231581714028,17.279736134081965,16.825629396479993,16.22193204298566,16.075500230072574,15.02159154113042,14.630989472757724,14.557292496693401,14.81466549099199,15.123917421304203,15.708618043746176,15.36190909679461,15.418310274772214,14.59575180636853,15.139691498845535,15.282867134695824,16.038506048235533,16.172341231606488,15.661093810239583,15.803750548535854,15.800469991164324,15.336719277426898,15.164128861849422,15.414690117776646,14.968801671656307,14.487177794082466,14.288560699609997,13.533949480849474,12.77553379813533,12.41358324859471,12.158092135171941,12.814741727907364,12.990748854152317,11.577969733246267,11.242651004262662,11.204592058004836,10.379951676355942,10.48086976955086,10.877637609628868,11.05789335495544,10.584426534868841
Frozen,15.356568827835062,15.298854270313731,15.795335319190814,15.753113955458115,15.971413796986152,16.12634714140052,15.996001163313199,15.836843289920608,15.902214888918975,16.165724652652255,15.91763351102777,15.826719887128984,15.626167282865863,15.515004782968655,15.530166399293625,15.332738283837356,15.3108835364584,15.364223980243969,15.469872352164376,15.091246746009471,15.144102620005462,15.239806091697567,15.053889408525725,15.130201405472373,15.144924847695412,15.02974753229627,14.92657129057539,14.90532090967355,14.906834870329957,14.88035476027403,14.940163688424834,14.833541458358223,15.274540527778191,15.306291947611363,17.514967063355634,18.729555310789088,19.240332049657916,18.648203608709714,16.516276509183275,15.318440390328622,14.852115855302786,15.084290848518195,15.915959290981455,16.567197385442167,16.606617468287897,17.550833883391192,17.96798984381544,17.4229724457584,15.189178486249787,16.377437384058254,15.091399496682024,16.311834837554226,16.935774182537727,17.23332418666347,17.54238093054614,17.253848820330337,15.971347717697874,14.90606797867216,15.099096365536157,16.115353086677324,16.647829674582553,15.109180953524078,12.506225375706283,12.424221475676823,12.262988805131409,12.388401045853835,12.528535328469868,12.219386146584837,12.07066590157696,11.927174029485798
Frozen,12.710863252281847,14.374920777401774,15.004617403945554,13.969073611612222,14.739436287833783,14.743772298582705,15.7691349949533,17.897542014820516,14.749868645335916,14.762350942712102,14.285521235123813,15.073160317177926,15.936402232098926,14.114383469586588,14.52933374159901,13.831274913689308,14.653320744069823,14.673699690646487,14.224103692725647,14.207644470601752,14.549781246522842,14.263414645174974,14.624859695437369,13.6402492483446,13.749980073571606,13.754998575299659,13.829403837766385,13.716951148045947,13.544608011433297,13.767185450651331,13.697128663369952,13.08499519894806,12.249465927056002,12.10688212481495,12.655145167410245,13.61066812514705,15.202236485490277,15.453765310565823,16.23947748121129,17.600012084717832,17.458049218915416,16.601390474640176,14.731530301234423,13.938977351745221,13.89310361451335,13.64639056399345,13.442165223983606,13.151639862368242,12.849065748764218,13.271390327936778,12.847261336189499,12.880222315560669,12.9731190407565,12.66404732714359,12.485266724210815,12.386404863026778,12.312116504032222,12.34090910250059,11.996472697354525,11.80452255437806,11.832709103902424,12.580520866181315,13.369223146090285,13.105066361046616,11.425407279972992,11.345932640369917,10.507166983881033,10.399532931079584,10.3664620322031,10.20915993661028
Frozen,11.525997519258372,10.887492047790818,11.068571247037022,11.168463755551393,11.11624459005337,11.172329754282838,11.425700755024438,11.097662543413076,11.305263909181912,11.450389148929633,12.237187000955378,14.698990341139842,15.822417480129213,16.120249378405585,15.85293876947489,15.391369257299964,15.856534020115502,16.720422316625854,16.609820726097322,16.784991542879855,16.463889801297118,15.998120906117393,15.815450952659218,15.021524229791885,15.292392534939337,14.677750260295952,15.102250743850103,14.799610385445792,14.413312397544058,14.941170836160351,14.788462988961914,13.636246825554087,13.482634708867606,14.136487758922035,12.985506360072087,12.200085721736341,13.161142756686479,14.001993469843196,13.454562466806786,13.679406053869984,12.571740632368497,13.105121418911558,13.730932563783089,13.34087595719611,11.41139785058044,10.19634951130787,10.014356625820206,10.342394791115023,10.643090180779494,10.967633568438641,11.86071353873266,12.173210003405057,11.747926261363443,11.431385450222047,11.075161432855301,9.808776587779803,9.643108699022395,9.152449551421928,8.473320602529633,8.30219492809711,8.972112322673212,8.793616726851734,8.39830553043503,8.500591120953011,9.467671639743033,9.71429089420928,10.370449767933525,10.658409341854439,10.426738449035774,9.867616657769894
Frozen,10.731169915134076,10.674394655869511,10.567955113996291,10.84454413463519,11.44100318255789,11.495566997907574,11.633955630523214,12.035207928898439,12.296648944363216,12.808260556843283,16.89029546371634,16.77508837969931,14.930500057641634,15.064531594201808,15.976859646713653,15.09617592755708,14.741067795946945,14.754888211779559,14.509159802695326,14.674930416623557,14.58757847426022,14.627903475132955,14.530642718514853,14.774676804827807,14.555167759626954,14.334412873719964,14.598453862005693,14.245471852227535,14.08186991573421,13.957710250458797,14.135237858444768,13.963342403406864,14.640875808604397,17.42767503799115,18.06442795363568,18.691064487393632,18.380596818059704,18.956371260000758,18.966533468171058,18.321848050952923,18.141185830876083,15.078335543034077,15.211017896088814,15.012348350061963,14.431121903507144,14.563238669805129,13.873825477018064,14.036690253449484,14.136227755591882,13.877446034361652,13.633047191017775,13.329018118894759,13.64290926361755,13.496576782828072,13.036269398703057,12.950557472518827,12.747646161693918,12.769724972964482,12.67392656601215,12.47230822996052,12.2888488674179,11.412318133650775,11.868264302772014,12.225057056542305,12.32973308594884,12.603883532866913,12.75967463222784,12.717667065752082,12.65962865672943,12.526621120256692
Frozen,15.26233313907399,15.376774388151244,15.69100726425444,15.909144680761429,16.459219680921056,16.23080460619387,16.18959330492559,15.876782474536194,16.06384952877628,15.790791185128498,15.95922114852274,15.517367068096025,16.573690017155798,15.27907400975675,15.415786199137937,14.606302312762654,14.86714548809814,15.16470312943381,14.415406856910703,14.786482647161174,14.832531877700452,14.68145664429458,14.524077313175603,14.406365451907154,14.537477116590406,14.29678543258047,14.216558148707241,13.90174454311977,14.126953405345951,13.667710706782831,13.523507645210294,13.440708948871867,13.26495832786759,13.445795452903377,14.131006255530558,17.14384524031413,19.26250105827274,18.903609860597427,19.04656701549115,17.388047055879042,15.466391644560955,14.583179791431618,14.23775060282203,14.03941584867984,13.967905339009851,14.710183471811042,13.873094539083489,14.063583562099627,13.782054395856445,13.611297286265179,13.26503181823841,12.928116677530376,14.284278782401875,15.05594145124203,13.792672160702672,13.831495582225799,13.303332214815338,12.144975248291928,12.160128060143894,12.164358298164275,12.371850986573923,13.935362699038295,11.988989754966946,13.033756901225757,12.613734382831115,12.691427497433915,12.05189717941392,11.855454020735422,11.609344776951707,11.744610214133816
Frozen,11.220913832814013,11.330142117222511,11.20570321207378,11.62520907634715,11.87007122618088,11.426827161216698,11.286980102266215,11.57756918387307,11.633491423427024,11.5367442289111,12.16085127233345,12.512151026638595,13.830020482266324,15.888918954793493,16.10355040303747,17.406887367453162,17.695430358732008,17.504822389344692,17.215221216933497,17.564221607182184,16.397935597038742,15.71030240691825,15.862485753909496,16.11807649039825,16.36294352845015,16.855146603475596,17.17017724194256,17.376789465189074,15.985270228428286,16.72898244419899,16.222651562829565,15.012329465150767,13.877179972328785,15.008838784052799,14.534709295664397,14.84819082757153,14.555383950000007,13.906940302569069,13.135438934533536,13.377936246818646,13.601152891556737,13.561712925074081,13.87820524926533,13.453386517098862,12.740423905384754,13.326331359746284,13.523846247823341,13.558736600252018,13.51878011068226,13.208770491908119,12.845314053126382,12.638291403870797,13.052415231266579,12.725999636388394,12.643355011160146,13.20894977571403,13.68155419097505,13.246523313261797,13.244290911170955,13.373793667804362,13.050344723145148,11.520352836518605,10.823912943873097,9.67349765756555,8.712434847496992,8.672220272927749,8.60818190727148,8.896178454304314,9.096670072186054,9.323616598562008
Frozen,12.839698230711521,12.87456578272852,12.865034881922858,12.88281409872882,12.85891842137751,12.853773811994763,12.839987167818071,12.860691330251248,12.917846715491441,12.840063069267945,12.919843069154673,12.980584530212136,13.607041061559944,14.409280999235355,14.162055300840303,14.065261234158424,14.670717445533676,14.482831098862436,13.946235644976559,14.225481319981636,14.12050982271955,14.020137346148289,14.450568982986587,14.186791685908325,14.149872322681196,14.220394110025042,14.249215417331378,14.223937655415044,14.205765400022841,14.141083761471384,14.86068160202006,14.947932616724586,17.01800650904683,19.709792054657715,19.492859473239577,15.143316203461223,14.664260855423892,14.443694461957858,14.211023701817899,14.135420597814658,14.025229425111679,13.6943993470164,12.90855720880436,12.590438083983988,12.80868639262416,12.619705981627655,12.394489633458132,12.280401373989134,12.12226970970838,12.046610058303882,12.048937624711876,11.81576027029213,11.784214408650595,11.642317828085012,11.828918933995975,11.940544999300764,11.523018990595462,11.608148054648282,11.643637571886385,11.471193907489631,11.546302395095,10.71375405726421,11.003327282703196,10.808626564729936,10.693366985501166,10.622124512975972,11.867567806873483,10.84420624541752,10.008982905660663,10.52251847291252
Frozen,10.890098681390503,10.973851289116121,11.07976610520674,10.8494342237294,10.693899636423604,10.984316258740025,10.727346058444478,11.277499848651825,10.944858350794142,11.063200180522733,11.69926833060084,11.466001853655733,12.129079375659881,13.554436024412931,14.772541148972621,16.36453147864217,15.965432547955503,16.992644441948187,17.415166595441338,17.499552865230974,16.78796050242261,15.927974758216582,15.417126879303865,16.329255781663228,14.897388079608232,15.71589985342226,16.381729309130375,15.565640594317301,15.504397054911204,15.129070079553143,15.438234722658578,15.268580173744512,14.909971114128972,14.566331138099006,14.255314080700796,14.568640673255937,14.14431669260229,13.556602779705191,13.367399557696972,12.953914339223287,12.938574483799522,13.077491034276056,12.1792948646632,11.858813863229551,12.69379967188085,12.737602131247476,12.652266506589584,12.163458810344375,11.80924822746139,11.608996669096662,11.663480896607402,10.805307199283513,10.963545460471272,11.074882476635594,10.986213136945272,10.952091950501927,10.839572142869228,10.71766404598001,10.987022164677237,11.213090134542583,11.498959695171873,10.549796651526085,10.961104960671493,10.938634445829425,10.302895850135362,9.932268789737154,10.218736389663164,10.535325249161644,10.372936677687036,9.519324874999937
Frozen,9.027376855983594,9.428167033496061,9.62312414053346,10.132413077571206,9.689225789856499,9.4507455820185,9.324498048851769,9.214890662695908,10.011525394411713,10.416749832434999,11.364843314786137,12.755853117968066,13.03768420018853,13.155627856527646,14.275023854519388,13.151413367529992,13.29228656521418,13.187399302514622,13.679557591698998,14.216725429624438,14.368737708993493,16.483359933150563,16.574987637708077,16.392129688671055,17.4061500114521,17.947254423998917,18.24695073600959,17.951181659162213,18.37070081821097,17.3093911569762,16.92108768355012,13.483604550914716,12.998918922846084,12.358915925663059,12.236585450964924,13.381688921381915,13.473649639061783,12.75333184180982,13.20196297808084,13.542081789869421,13.744287029550414,13.119034818946602,12.36068804958337,12.725352750927087,12.731106337758932,13.361035743967612,13.72625682894258,12.337578667700154,12.032097673816683,12.597574017670198,13.059390043007207,12.271016986200683,10.950111056075881,10.679524474976503,11.21425765436239,11.144434353105185,10.417423513517466,10.908655623703652,11.027545800974265,11.40483097802924,11.880241236350164,11.041614118480265,8.873793694906196,8.60768161287223,8.457643548766097,8.50592948681214,8.61798159915288,8.903585616479305,9.17727498355058,9.349322811865536
