label,sub_bass_0,sub_bass_1,sub_bass_2,sub_bass_3,sub_bass_4,sub_bass_5,sub_bass_6,sub_bass_7,sub_bass_8,sub_bass_9,bass_0,bass_1,bass_2,bass_3,bass_4,bass_5,bass_6,bass_7,bass_8,bass_9,lower_midrange_0,lower_midrange_1,lower_midrange_2,lower_midrange_3,lower_midrange_4,lower_midrange_5,lower_midrange_6,lower_midrange_7,lower_midrange_8,lower_midrange_9,mid_range_0,mid_range_1,mid_range_2,mid_range_3,mid_range_4,mid_range_5,mid_range_6,mid_range_7,mid_range_8,mid_range_9,higher_midrange_0,higher_midrange_1,higher_midrange_2,higher_midrange_3,higher_midrange_4,higher_midrange_5,higher_midrange_6,higher_midrange_7,higher_midrange_8,higher_midrange_9,presence_0,presence_1,presence_2,presence_3,presence_4,presence_5,presence_6,presence_7,presence_8,presence_9,brilliance_0,brilliance_1,brilliance_2,brilliance_3,brilliance_4,brilliance_5,brilliance_6,brilliance_7,brilliance_8,brilliance_9
Frozen,0.002730485743501651,0.0048376102520149775,0.0034340281105346613,0.0027157217375432677,0.0034223045360403568,0.00381678827221532,0.0047976453812300715,0.010426560217963196,0.005219350096110245,0.0031081118016264312,0.007403428936307024,0.012489445873172482,0.02021713272242806,0.017120435149637785,0.009672999077397751,0.006977484073104316,0.25957295493804056,0.2187116566846036,0.19733872430714636,0.21228166568372558,0.11589468857894386,0.49078117951573563,0.9999999999999999,0.4509755729321925,0.48746755086778865,0.4475392145655595,0.5363569222454793,0.1774999648964053,0.05631530018270148,0.04566685176800371,0.21699597308353968,0.1377956541319232,0.07534472580444024,0.06508160380958718,0.022685606690932704,0.01535017225822593,0.014259584431487898,0.018445191188379936,0.02512986356261351,0.04509444767566774,0.03188224765190182,0.03373212635182948,0.014818684039898366,0.025529408336783185,0.029459226686272377,0.06271795008082952,0.07169944841792657,0.04300149132416922,0.049595088820522874,0.04943265557303757,0.03108916803102021,0.026160967339937887,0.03361023120630449,0.02151909268113185,0.013294017368174078,0.010899266929006078,0.005124715574782851,0.0024004097379884282,0.0016714183442078322,0.001294553454999821,0.0024963978074508176,0.002976838258497159,0.0007246901051614077,0.0005182076355274717,0.0004988524351811073,0.00021864276891552694,0.00024186911740455076,0.0003597057115413542,0.00043077381925215935,0.00026826895719003
Frozen,0.020572739219044327,0.019418976819818447,0.03190435398354723,0.030585327786057756,0.03804705354944383,0.0444230725281763,0.03899413886056649,0.03325652984700441,0.03550323220165747,0.046207261325359614,0.03605489328091216,0.03292155365226712,0.02693890151755014,0.024104693802492836,0.024472952590786298,0.020088262637085155,0.019653989910420847,0.020730835076682625,0.023040951682908123,0.015778321828170568,0.01663476134248247,0.018305488595345393,0.015199740380256335,0.016405110509962652,0.0166484449638005,0.014837171507898282,0.013382601953347208,0.013101205794504949,0.01312105632857858,0.012778155362283088,0.013565752706405627,0.01219372912812538,0.018952509708896496,0.019563951307719363,0.17810759792220004,0.6000291199672192,1.0,0.5531484500762058,0.06560764316132255,0.019803078851855158,0.012422346768372547,0.015668946599922393,0.035994579073433806,0.06903499000070873,0.07181072633194004,0.1846117138016705,0.28017424504916244,0.16245368511047922,0.017401768364704095,0.05710272701742517,0.01578073224237775,0.05347684193773241,0.09980244061411724,0.13438972940015742,0.18305777216687125,0.1371765415462371,0.03804453947531624,0.013110997351620274,0.015902667199221295,0.04393735193092185,0.07483205684130112,0.01606385577733473,0.0011891088305390864,0.0010954466795558505,0.0009322493122925918,0.0010568831547117996,0.0012159478758187415,0.0008924516340949033,0.0007690507624494593,0.0006661793399372747
Frozen,0.005590320431481775,0.029521731881906883,0.055413699337334345,0.01967356184377576,0.04250596835833436,0.042690675824249395,0.11902655250460618,0.9999999999999998,0.042951729282673094,0.04349122843051162,0.026997017936278397,0.059345127804769686,0.1406977715930771,0.022750499389816436,0.03445109277948244,0.017141035287570855,0.038998706525801785,0.039801617103470376,0.02538880539228848,0.024974341941745106,0.035162787652058644,0.026406749421626245,0.03790440244542836,0.014160365395582228,0.015802677134051226,0.015882183356703744,0.017108992675781996,0.015289249926375448,0.012868777974109949,0.016076924512700257,0.01498915866007239,0.008126912463985015,0.003524067112402952,0.003055741234950552,0.005287344966933329,0.013747614165419334,0.06752153953605976,0.08683208665167574,0.19050716245163296,0.7426502975475522,0.6443630820573023,0.2735824784864393,0.04217123989119876,0.019090275851955697,0.01823430661860119,0.014247597633234693,0.011615720514619541,0.00868699885976111,0.006418884088749074,0.009792148630236856,0.006407311812464325,0.006622029696729531,0.0072666955400874905,0.00533462589262263,0.004461254136399471,0.004041285505861944,0.0037519293294642738,0.0038615339125675193,0.0027362933012845606,0.00225835506469086,0.0023229223147868553,0.0049071269810847685,0.010798593109060041,0.00829168156686046,0.0015456980601886382,0.0014275918173202588,0.0006169402319085959,0.0005539623751255467,0.0005359346609977752,0.00045789451468849097
Frozen,0.005200289157600794,0.002746058237444189,0.0032912273218636714,0.0036370035799763297,0.003451943347476336,0.0036510923976823895,0.004703996563193381,0.003388386940146892,0.004170220639656445,0.004821582281031,0.010590186504207994,0.12418251064697554,0.3819084111167074,0.514406023417576,0.3937444627087874,0.24817453001287806,0.39516262141480024,0.937471199024268,0.8393136001677364,0.9999999999999999,0.7253493815194313,0.4552671311438736,0.3792570799756909,0.1714491597279832,0.22478748017244496,0.12157267355189302,0.18586366167293616,0.1373280483881455,0.09332366738276515,0.15821158208649752,0.13580569633954304,0.04290571689962414,0.03679610547661983,0.07075677323105703,0.022382051358232645,0.01020446749602431,0.026679554546345574,0.0618525593193113,0.035777513369063464,0.04479804716707365,0.014797940304295472,0.025226011286019236,0.04716685087793767,0.031932753579213234,0.004637191128614453,0.0013756616492150492,0.0011467206502016715,0.0015920211548700522,0.002150584926655156,0.0029752109083531104,0.00726772779509164,0.00993386115327958,0.006492530625298001,0.004730814902114689,0.003312990374018102,0.0009335855215797604,0.0007910152438553857,0.00048418217642672213,0.0002453874990982832,0.0002067532239026824,0.0004042460252093242,0.00033812282906770387,0.00022763545692656677,0.00025217821952871144,0.0006636935905262882,0.0008493919889566907,0.0016373246914310711,0.002183787517956133,0.0017321449963309467,0.0009901809347301342
Frozen,0.0002643271306605343,0.00024969470735997085,0.00022440375710813506,0.0002961539451553925,0.0005383594628858277,0.0005685945378332752,0.000653102661048141,0.0009759224614774679,0.0012677625708443835,0.0021151224780546337,0.12540039887259927,0.11175443973925321,0.017666643178014182,0.020200662401191553,0.05030309784996432,0.02085014573135785,0.014617753486230532,0.014821190300949225,0.011591995264881817,0.013682200265655482,0.012537680711782798,0.013053627155216477,0.011843736342876821,0.01511741760594615,0.012137815089391189,0.00973331910758482,0.012674785556324899,0.00890494240121859,0.007560889711837202,0.006677979709159637,0.007975403149513413,0.006715701654083307,0.013224076498064443,0.21462535670391367,0.4057140562674326,0.7592157933273074,0.5565839453627563,0.9898892446779542,1.0,0.5248272455022017,0.4380822317672933,0.020481455698282264,0.023387623775515613,0.01917351833781851,0.010721718069045112,0.012236181046971344,0.006140587742593261,0.007226858390908864,0.007983302663281662,0.0061628632304051734,0.004826431775461359,0.00356092615772819,0.004874273646711573,0.004210634217733251,0.0026569984877347582,0.0024386845529156746,0.001990677777455798,0.002035135863367847,0.0018491488632168998,0.0015113638451769143,0.001257906302491001,0.0005231138225887166,0.0008257512751887688,0.0011801196437691843,0.001310433303925049,0.001724007767595575,0.0020147766583661366,0.0019318615971389106,0.0018228868889830674,0.0015957642136811636
Frozen,0.018312358362577223,0.020532697919267918,0.028113622844780004,0.03496659340506301,0.060610652495591104,0.04823354346554373,0.04628617025645976,0.033853105179406665,0.04081700715318062,0.031063667376895348,0.03676219073542697,0.02363225819297544,0.06796150015863696,0.018621507175858996,0.021349553721070166,0.009502308235319319,0.012334287280744156,0.016609004230190013,0.007850950896106754,0.011378421413878069,0.01191465030170422,0.010243984606668576,0.008752224145353238,0.0077802853185903985,0.008870294321689384,0.006972751286964363,0.0064351817917751575,0.004697143062312585,0.005883620491519718,0.0037169702664101656,0.003217797455527546,0.0029620831881515507,0.0024846420827391294,0.002977189285685787,0.005907515159273313,0.1201928974203413,0.9999999999999999,0.6984502771946883,0.8057884070824898,0.15343854416574323,0.022457772433298443,0.009285106875033514,0.006573018911903527,0.005390464152704161,0.0050184348898106804,0.010542535470085731,0.004564473471770836,0.005522331445309256,0.0041672596366621574,0.003513076703243097,0.002484824702081741,0.0017740290628416977,0.006886085987073779,0.014897327692325065,0.004211744586791434,0.004378482769651733,0.002581848648454564,0.0008105613752919766,0.0008229403787325483,0.0008264298722984181,0.001017043486240663,0.00485774380356298,0.0006934630992069523,0.0019717181194073403,0.0012954102446608349,0.0014000845321214324,0.0007385020177868178,0.0006067514434310669,0.00047433500226785966,0.000543068262719453
Frozen,0.0015421679595068452,0.0017201691225688677,0.0015188869711742169,0.002310585471270146,0.0029516675697662522,0.0018947970937581717,0.001647499419856844,0.002203086725791973,0.0023298026479316395,0.0021149539332915336,0.003947793749834585,0.005609504419681656,0.02095425704232125,0.16422599301980814,0.2035425397843016,0.7493545695557896,0.9999999999999999,0.8264565076226084,0.618653962674258,0.8770346635200249,0.2732153504349687,0.13736297110711507,0.15994184366938347,0.20652079644979424,0.2638203120115209,0.4315879971647593,0.5914056194422694,0.7271366009952638,0.18083677013389055,0.3804319203637997,0.22928739707879325,0.06835080508654731,0.021966124785211174,0.06811262989465038,0.042395087166612035,0.05800414680479651,0.04328071601111452,0.022629670893502075,0.01046207291436375,0.013333177825009259,0.01666770968002061,0.01602312745284517,0.02198865777412761,0.014378099628700331,0.007047958784726736,0.012662568903749019,0.015427726037994095,0.015975508093533528,0.015349764323407655,0.011258109226427651,0.007827391166302976,0.006363664377206941,0.009628546479318842,0.006947025719989516,0.006395969583571376,0.011260127817766427,0.018063168035101208,0.01169126243502957,0.01166519177635636,0.013278058013153274,0.009608630961871756,0.002080568223421184,0.0010368259875542356,0.0003281085999506047,0.00012544972714617088,0.0001205018955395718,0.00011302229550278533,0.00015076934070264636,0.00018425763686603707,0.0002312191250363736
Frozen,0.001038328203281414,0.0010751725647257335,0.0010649733918192189,0.0010840780295157284,0.0010584790904936755,0.0010530473482375127,0.0010386282730527059,0.0010603574333180414,0.001122731028069796,0.0010387071133443314,0.0011249747379274918,0.0011954285477023673,0.0022366547148709812,0.0049889923490261685,0.0038962141953373824,0.003536756106181425,0.0064796906869253185,0.005369768440902797,0.0031398735350652985,0.004151344234728166,0.0037376584178435866,0.003380708804271792,0.0051992914488535056,0.003993795654113101,0.0038490340565056824,0.004130278840559204,0.004251052426363163,0.0041449408158901226,0.00407029723244743,0.0038153543474928196,0.007835293278076565,0.00854964593196223,0.06775979500541185,1.0,0.8049842283309273,0.010394476155387657,0.006437988419796647,0.005163671033446239,0.004091756725215648,0.003793808147258403,0.003397967807433539,0.0024408382606251953,0.0011123492279619673,0.0008092379632876265,0.0010066203412168902,0.000833274193211609,0.0006652286367826761,0.0005934976078736771,0.0005066835551895847,0.0004697586346604831,0.0004708534225154147,0.0003729113677293498,0.00036132957246850264,0.00031352283010621884,0.0003778514919216481,0.00042247982614281666,0.0002782590559788285,0.00030298905995383994,0.0003139369410653917,0.00026420296400537645,0.00028481510022828433,0.00012384824497245882,0.00016546086847456316,0.00013617858082320497,0.00012134786657848665,0.00011299996950507521,0.0003927429311106847,0.0001411128626432197,6.118244543403425e-05,0.00010228200852279325
Frozen,0.0013472455975279977,0.0014649689359865934,0.0016286817818523163,0.0012935466972466174,0.0011071745335012974,0.0014803836811024885,0.0011448427626075735,0.0019848437834099563,0.0014230957832856036,0.00160191811724858,0.0030263720896555662,0.0023966456529187327,0.004651607339007902,0.019348639416538808,0.06541417367435295,0.32141502857075777,0.21564505440284581,0.6023548014795975,0.9190761500774589,1.0,0.4908617804064296,0.20771686835893627,0.12462721845644154,0.3102745277371014,0.07411266732626287,0.16802296579771506,0.3269904807138005,0.1445811730609815,0.1359921850088595,0.09343531382041138,0.12728579678397436,0.10742360131275533,0.07505112557721291,0.0532249791246379,0.038997929384204856,0.0533480468895003,0.03490081542988516,0.019390609334609624,0.016047967560603057,0.010613074735482609,0.01045150912398677,0.01200912685528686,0.004891170821775827,0.0035499226339237525,0.008182215989050104,0.008548596904962916,0.0078493300282918,0.0048143189917962,0.003378242353833512,0.002765116724781426,0.0029199697528313685,0.0012376934886934167,0.0014499454432357975,0.0016207457250782514,0.0014831950656087002,0.001433429550093371,0.0012808491714056017,0.0011338087619652576,0.0014843957579373209,0.0018610106399208693,0.0024769607799056013,0.0009585468837214644,0.0014464103804898536,0.001414264076710918,0.0007487637416801557,0.0005167727910693867,0.0006883010024956812,0.000944770623134249,0.0008031114104254326,0.00034183920481928304
Frozen,8.753314619585962e-05,0.0001306946316833491,0.00015883099505183002,0.00026432167775751117,0.0001696857713194874,0.00013367943036018173,0.00011782284596736557,0.00010558963920979865,0.00023422260327309188,0.000351256754649942,0.0009065414392910814,0.003643349792400879,0.0048294645922247114,0.005434022265021062,0.016644460208469273,0.005411168767327845,0.0062297653336994855,0.00560944138389813,0.00917617502901119,0.01570185663821385,0.018279704028127383,0.15147404816119192,0.1660090033813389,0.13826664862419002,0.3811543641002647,0.6547862699503846,0.8836006390948793,0.6573628257309805,1.0,0.3460023578989385,0.2346610414358412,0.007543279725887549,0.004645830787496289,0.0024496970388710854,0.0021676271681641316,0.0068123778142292705,0.007468559427848377,0.0036341754345207765,0.005691733466964872,0.007997543361891108,0.009789789876608845,0.005238768592330379,0.0024540420806594214,0.0035339033971023004,0.00355429470764689,0.006673123235619438,0.00961485948831494,0.0023979806108928845,0.0017667536595749572,0.003110003134642004,0.004935438478375975,0.0022435621868448965,0.0005987811021362833,0.0004568256601721069,0.0007798085406711841,0.0007272161528397105,0.0003514934793812852,0.0005744652533241679,0.0006469911909737863,0.0009435270609854288,0.001517836492361803,0.0006561578049284265,7.50688959218693e-05,5.7525832539964224e-05,4.950899614997414e-05,5.195897286181222e-05,5.812156301651282e-05,7.73394374943172e-05,0.00010169104037354123,0.00012078474979703669
