label,sub_bass_0,bass_0,lower_midrange_0,mid_range_0,higher_midrange_0,presence_0,brilliance_0
Frozen,0.010426560217963196,0.25957295493804056,0.9999999999999999,0.21699597308353968,0.07169944841792657,0.03361023120630449,0.002976838258497159
Frozen,0.046207261325359614,0.03605489328091216,0.018305488595345393,1.0,0.28017424504916244,0.18305777216687125,0.07483205684130112
Frozen,0.9999999999999998,0.1406977715930771,0.03790440244542836,0.7426502975475522,0.6443630820573023,0.0072666955400874905,0.010798593109060041
Frozen,0.005200289157600794,0.9999999999999999,0.7253493815194313,0.13580569633954304,0.04716685087793767,0.00993386115327958,0.002183787517956133
Frozen,0.0021151224780546337,0.12540039887259927,0.01511741760594615,1.0,0.4380822317672933,0.004874273646711573,0.0020147766583661366
Frozen,0.060610652495591104,0.06796150015863696,0.01191465030170422,0.9999999999999999,0.022457772433298443,0.014897327692325065,0.00485774380356298
Frozen,0.0029516675697662522,0.9999999999999999,0.7271366009952638,0.22928739707879325,0.02198865777412761,0.018063168035101208,0.009608630961871756
Frozen,0.001122731028069796,0.0064796906869253185,0.0051992914488535056,1.0,0.003397967807433539,0.0004708534225154147,0.0003927429311106847
Frozen,0.0019848437834099563,1.0,0.4908617804064296,0.12728579678397436,0.01200912685528686,0.0029199697528313685,0.0024769607799056013
Frozen,0.000351256754649942,0.016644460208469273,1.0,0.2346610414358412,0.009789789876608845,0.004935438478375975,0.001517836492361803
Frozen,0.0682036182192254,0.9999999999999999,0.3705719769302924,0.4048885848968275,0.07131868282390487,0.014770396792336757,0.011089658979470856
Frozen,0.018218554311431108,0.07654825630391605,0.5591465391096667,1.0,0.06114533551784478,0.01638938769310688,0.002041811376595674
Frozen,0.0012330993474050202,0.3202199154052014,0.9999999999999999,0.15028592953854186,0.019908732564105587,0.013712183060562278,0.0025228563124753854
Frozen,0.0011277125827724005,0.9999999999999998,0.11826787462460361,0.043879370476135736,0.00938764717345288,0.0017554439880068681,0.0013289783698992345
Frozen,0.06170074415187196,0.012376217214381828,0.005797863011823926,0.14850901669155692,1.0,0.017925891171388195,0.010592177114370462
Frozen,0.0021130656667256676,0.31430078206709944,1.0,0.022193146717214465,0.0032442847521545336,0.0018876368343590702,0.0020582501062172327
Frozen,0.06932804224861262,1.0,0.3461574958255594,0.07940007977334561,0.03779825001942758,0.0028003949971123878,0.005915566009349107
Frozen,0.017147101980832604,0.017199508424184405,0.008477598226765146,1.0000000000000002,0.11504426578193387,0.0836518249531537,0.01412058473301907
Frozen,0.014019190079592136,0.03473396554101032,0.00669209400924325,0.9999999999999996,0.8936736166062975,0.0066929796205103895,0.014702327412703468
Frozen,0.06491105294345559,0.015171561807766375,0.00619216036381525,0.9999999999999999,0.014842055290023191,0.004056315018166897,0.0006473171526786067
Frozen,0.00378289839751602,0.84377141842306,0.9999999999999999,0.31207699600740924,0.02431161517625412,0.00386797790779601,0.01140783220680801
Frozen,0.07311436355778399,0.9999999999999999,0.2804345482324233,0.3243724644295005,0.01181114129327239,0.0048044116598586215,0.0019299950982592
Frozen,0.007160971130051658,0.08602308598419844,1.0,0.34440798053644395,0.03072302001373927,0.01859248159946033,0.003806773860614394
Frozen,0.014704401642659392,1.0,0.3169668440370685,0.28175467766881906,0.011443814314957447,0.003587059920912875,0.0010908598807278288
Frozen,0.029567655734447498,0.9999999999999997,0.5668875987368532,0.32742643459575277,0.08299458356250004,0.008320433973932622,0.011576511529604271
Frozen,0.011963158925269973,0.013156304747150464,0.02173015594545882,0.02015955230522105,1.0000000000000002,0.0019449531302181402,0.0010456062216652924
Frozen,0.005408527500331155,0.9530059604137182,1.0,0.5158881621422232,0.05747427676416608,0.007082980576934916,0.014435135954668785
Frozen,0.0011520809191035686,0.009053724490393,0.0029523061367321764,0.9999999999999999,0.32303755044382604,0.006303223752711743,0.0026909345279532105
Frozen,0.005786012128819594,0.19547963443372904,1.0,0.8184881230532508,0.02560992670704463,0.024577761891259695,0.00317677487366596
Frozen,0.0015973723667971498,0.9996186403074752,0.9999999999999999,0.07845342872910067,0.02734281303327197,0.001900226745986492,0.0015661663928489627
Frozen,0.00800600974893716,0.9999999999999999,0.37467222801348865,0.16896076630644297,0.030594425279683857,0.003165453592574851,0.006466609622167345
Frozen,0.005793401758976973,0.03545715384744711,1.0,0.5453045585709305,0.03524345653406436,0.006305800057410833,0.0009728945842461752
Frozen,0.0065438228444368385,0.325123784464452,1.0,0.5067302718510179,0.05139094923877323,0.007321979029348992,0.004641951194920412
Frozen,0.001896168959015718,0.013814856514938799,0.011821708190168466,0.9999999999999998,0.7975716329904945,0.002270792584399176,0.0007540303594251517
Frozen,0.005556344096578049,0.02201102116996911,0.06944039590993051,0.0030610790322727344,0.0006594677770487683,0.0002442978891425079,0.0002748694721193988
Frozen,0.10037244920471369,0.9999999999999999,0.9850843129933899,0.1766414677803042,0.005568503431961681,0.0031803419097362353,0.003312574056322986
Frozen,0.013398881750880342,0.011521382828486599,0.006257018888641748,1.0,0.440844313162022,0.0028087516560783387,0.004777206082583562
Frozen,0.004957621459099559,1.0000000000000002,0.44825139338571407,0.22991890759462877,0.028838801004719635,0.002863851803254939,0.0009692846125113766
Frozen,0.038382740766935965,0.8809289003417778,0.9999999999999999,0.7827084100733429,0.05042661209064407,0.020459160137228073,0.012021354259830863
Frozen,0.12957761314727184,0.4685926606694527,0.01880964207815441,0.9999999999999999,0.026736340260857302,0.012335136944991384,0.006388168926459648
Frozen,0.3499689395062896,0.2127639620302137,1.0,0.9174784576587439,0.015451908501456283,0.011690018046969772,0.004019287204566891
Frozen,0.05099285514023289,0.04594759930309663,0.03439112729934869,1.0,0.6610495589789611,0.035958081821232356,0.05479219508195541
Frozen,0.0007031947171927254,0.011936941743018745,0.009375846433544712,1.0,0.005577101874331009,0.0003664470379737731,0.0001223888203876481
Frozen,0.42370441636563766,0.09928795511220688,0.01198659836193154,0.6676658734556656,0.9999999999999999,0.007022981092005509,0.009047287578114935
Frozen,0.05697640349014692,0.7517823899098678,0.7262492462211125,1.0,0.038733402473694965,0.017997897915577543,0.011595816875484584
Frozen,0.05360457971266753,0.982155795013747,0.9999999999999999,0.2800108762742718,0.014705653245790198,0.0055831796985625305,0.006494061616706187
Frozen,0.008892370084008007,1.0,0.4465343231213973,0.20472504404990222,0.018787909419900523,0.0022676303645506727,0.0028460486975724424
Frozen,0.0008279804310909681,0.06047142952495225,0.11923785053440888,0.9897845903110247,0.9999999999999998,0.011338525324165585,0.06786243538971215
Frozen,0.001225785909856303,1.0,0.8454024307567605,0.08915994527085108,0.01973271643520188,0.008011329847071494,0.0035511695825866016
Frozen,0.01514133978902017,0.2999124962793,0.9999999999999996,0.3693862888651273,0.04635149990223569,0.007745905164081658,0.002964079040309738
Frozen,0.0003022499624119682,0.7518690825412563,1.0,0.014413807287286447,0.0022366495523904245,0.0005859524511788615,0.001857764001787131
Frozen,0.033278978785621464,0.9999999999999999,0.311952876733061,0.12709414063490168,0.006801590253432419,0.0014728828968552338,0.0013426390896401094
Frozen,0.2842498269182187,1.0,0.5227111048383241,0.3798193951495935,0.04580343666401749,0.009563259861432671,0.0021093538998809046
Frozen,0.037866851464038884,0.5308943244946289,0.4673726503855576,0.9999999999999998,0.03194980364002307,0.00643327762104576,0.027666406756139468
Frozen,0.21386907845334982,0.2168896411365856,1.0000000000000002,0.800757827002311,0.051153898728759445,0.01760725535714423,0.006546495785590902
Frozen,0.07127357572527994,0.9999999999999998,0.3437502660127148,0.11807566415237862,0.004610928884582963,0.0029817305840500303,0.0005188470427544689
Frozen,0.010463022118160378,1.0,0.9014945985269657,0.2906352582115003,0.01369564741478669,0.0065312803712233615,0.001759284226020541
Frozen,0.003050933904702829,0.519386189129973,0.9999999999999999,0.2479821158402243,0.08463440986796046,0.03265375777631447,0.0198487992575943
Frozen,0.0004196810138253741,0.01674455644574281,0.014505865215272501,0.9999999999999997,0.0027187405721769836,0.0006033800142187614,0.00042253955667999083
Frozen,0.8025911921693805,0.052294401618327935,0.9999999999999997,0.2729690251546673,0.0185091774347106,0.0026466055349123017,0.0009093391073746029
Frozen,0.46731108996462306,0.3351806736690951,1.0,0.8273268504970868,0.0338704871193449,0.006947801145885545,0.0023734120547092407
Frozen,0.001245277747121473,0.15407793952047072,1.0,0.33104496877988016,0.007278352254604328,0.005616548371668915,0.004956931157973157
Frozen,0.23940051605403262,0.03879524723220903,0.01801311965132945,0.9999999999999999,0.38489829700381706,0.007269954525878056,0.008933781535194647
Frozen,0.0027031982410964193,1.0,0.7283965297091943,0.18917555142059836,0.033109443875885956,0.009717396764655174,0.0034946711417656253
Frozen,0.00047021067290561484,0.007855885895862917,0.005606466564366495,1.0,0.4215910724940543,0.011496405223492179,0.010840576652300553
Frozen,0.001853346265398855,0.010938886141709611,1.0000000000000002,0.1713521507084673,0.007258557971013511,1.955206268953007e-05,0.00031801007235763483
Frozen,0.0007049102607126729,0.0023663430506124113,0.002747317978577931,1.0,0.011712251948807801,0.007025484725285247,0.0028805387056367194
Frozen,0.016319649191531817,0.20987151434601434,0.013367234819976244,0.9999999999999999,0.026967032014106006,0.007311237005661453,0.004149587519494722
Frozen,0.4918316478512341,0.9791657686786515,0.4326417890069879,0.9999999999999998,0.07310239925108823,0.014621388162463457,0.011040911881703707
Frozen,0.7087416878213135,0.678967435391126,0.42299725418448203,1.0000000000000002,0.01779191853205955,0.00579521932704605,0.0045680269013707985
Frozen,0.4751091910307528,0.08870982843120892,0.008232136786106362,0.012607503953066496,0.07952124148960364,0.06430829826085782,0.010599568542727119
Frozen,0.001154484772219501,0.015496973749249963,0.9999999999999999,0.37722704722530337,0.012169393399847711,0.005028969446914075,0.002582162365403595
Frozen,0.39628196873286514,0.9999999999999999,0.2809622812966122,0.8693579284371264,0.05961733716938462,0.017096051894264268,0.009066171281650234
Frozen,0.2766690216208581,0.9999999999999999,0.5667992205172699,0.11521579675488307,0.060639603968352745,0.013621218083317968,0.008997597463673101
Frozen,0.008571439781035679,0.12050827663581243,0.0488893022048914,0.9999999999999998,0.0038852514945380287,0.0038634588249494327,0.007053475090198484
Frozen,0.00444808460226908,1.0,0.558320853526658,0.12657223513481294,0.060110407367722406,0.014282313554227953,0.0023361026271010474
Frozen,0.020652852492882446,0.010817178757322203,0.01118339076517439,1.0,0.007964163284835006,0.000875383903491852,0.00043803403770943254
Frozen,0.0008501230190619973,0.018028887509046274,0.013467582684659838,0.9999999999999998,0.01571464750149518,0.0011979453380391496,0.0010540168792369305
Frozen,0.00037862062513423683,0.03432822451587714,0.07808006881388639,0.9999999999999999,0.04714485961584123,0.006811509913235797,0.009359707532540583
Frozen,0.009324159428431334,0.017498306445510377,1.0,0.817778601499519,0.00627628494308272,0.003192755535658993,0.004219918139341543
Frozen,0.0008737244998417254,0.012787473032694898,0.012048720607594121,0.9999999999999997,0.21576693631471927,0.003531774624169982,0.0013936848690115293
Frozen,0.20413687796133312,0.01639818623928156,0.004770077305078627,1.0,0.34154140387614573,0.004009339946120232,0.0021469024308085043
Frozen,0.6901098034710644,0.24618910058544546,0.029614449108223098,1.0000000000000002,0.014120832937415015,0.00334008468017975,0.004461851690488329
Frozen,0.03189568378110622,0.09637199444908146,0.01825637238429703,1.0,0.0061680362985722485,0.0014662906251027125,0.0022901896609856687
Frozen,0.25539525924567574,0.05615677687861355,0.01494249922511884,0.7343202005593229,0.9999999999999999,0.004794465905291571,0.009103109693346533
Frozen,0.0047116278739934144,0.049251372941942984,1.0,0.9458371517958529,0.1334289776513965,0.07976892860574213,0.02623220153805697
Frozen,0.315045231026108,1.0,0.2983136987099122,0.5346244981767742,0.042361611034425116,0.014822396172514643,0.00831608447731399
Frozen,0.032235222479675925,0.18678719928555118,0.02104189181790288,0.6824484442277207,0.9999999999999998,0.002074312449717661,0.0025022676085907666
Frozen,0.025290486266519432,0.13734200396089236,1.0,0.9877251795206994,0.029908830674037705,0.019209497097938212,0.05853916766359587
Frozen,0.0007712185183095287,1.0,0.8328772299743663,0.4689391028386681,0.1806877176593889,0.004918039989496285,0.0018001467993522895
Frozen,0.04158872829937843,0.06098894454558752,0.015798113654472992,0.016508514665333117,1.0000000000000002,0.018172291397380035,0.009843217470281156
Frozen,0.001223571388778804,0.829530107229103,1.0,0.4265886848530671,0.10637686319128975,0.08861618947843079,0.005399935850882385
Frozen,0.0648210413245408,0.08292830394244251,0.03883942983292489,1.0,0.9353824964077472,0.00973655595021062,0.016178453069245844
